year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,1.3936557255699475,0.18182367324124377,1.0256389380147883,0.9741030814977161,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
9,0.9076577614864874,0.8538813296903596,1.0256389380147883,0.7740452100107147,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
10,1.3720001523777237,1.3239112865621119,1.0256389380147883,0.5274056111454327,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
12,1.3700408063941243,0.5276834705533476,1.0256389380147883,0.6690948353685319,1.0256389397889043,Notomys.alexis,Tobermorey East,900,7784,882
19,1.8930604575227212,1.5067810390341634,1.0256389380147883,1.2419859776649578,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
24,0.6822913885651682,0.6366252211625069,1.0256389380147883,0.972655320403711,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
39,2.3090855535983184,0.8210362738845329,1.0256389380147883,2.0086194853337145,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
43,1.0490691573401696,0.8330344845201723,1.0256389380147883,1.9947217967568136,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
48,2.3912490559483675,0.8154325671028185,1.0256389380147883,1.3043578420814512,1.025638939788904,Notomys.alexis,Tobermorey East,900,7784,882
55,0.9371503485623247,0.9843681072787576,1.0256389380147883,0.7870547411453847,1.0256389397889036,Notomys.alexis,Tobermorey East,900,7784,882
