year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.4788139720732343,0.7776980294937865,0.7299606239033821,0.5817750659675718,0.6574358537694581,Notomys.alexis,Tobermorey East,60,4812,5464
9,1.244117905114726,0.9336139878802024,0.7299606239033821,0.796476719072131,0.662134462973228,Notomys.alexis,Tobermorey East,60,4812,5464
10,0.3858226061536725,0.704336802839757,0.7299606239033821,1.0256801842984775,0.6668330721769979,Notomys.alexis,Tobermorey East,60,4812,5464
12,0.53443577599898,0.6841427281579764,0.7299606239033821,0.8657122273307697,0.6739467035446647,Notomys.alexis,Tobermorey East,60,4812,5464
19,1.007681488093247,0.9440089234861281,0.7299606239033821,0.6677427132221495,0.702802831571147,Notomys.alexis,Tobermorey East,60,4812,5464
24,0.7880780750732894,1.1743005013066599,0.7299606239033821,0.9068702073347238,0.7338308024125278,Notomys.alexis,Tobermorey East,60,4812,5464
39,0.7095041606366885,0.7988367447116633,0.7299606239033821,0.9683777019814168,0.7573240913638897,Notomys.alexis,Tobermorey East,60,4812,5464
43,1.1830702021331985,0.7551222516022679,0.7299606239033821,0.6094154934514385,0.7507485546998531,Notomys.alexis,Tobermorey East,60,4812,5464
48,0.10363885952397389,0.9507392098687576,0.7299606239033821,0.4828954819865699,0.7519599528477735,Notomys.alexis,Tobermorey East,60,4812,5464
55,1.0164524972176943,0.8197490055564997,0.7299606239033821,0.8934878250541823,0.7817939376890344,Notomys.alexis,Tobermorey East,60,4812,5464
