year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.15854151328454003,0.6692972287060068,0.9834585547816092,0.390310087294942,0.9890071451989818,Notomys.alexis,Tobermorey East,900,4277,4719
9,1.0452996840098185,0.9197430541883258,0.9834585547816092,0.5313524719991097,0.9907524236075383,Notomys.alexis,Tobermorey East,900,4277,4719
10,0.7037922111469155,0.6622958175411804,0.9834585547816092,0.6703811819908857,0.9924977020160949,Notomys.alexis,Tobermorey East,900,4277,4719
12,0.3505993299891714,1.006749052197698,0.9834585547816092,0.9834558000742178,0.9963417570807849,Notomys.alexis,Tobermorey East,900,4277,4719
19,1.4522270789174367,1.0358509931688318,0.9834585547816092,1.2475246037228227,1.0103062258873332,Notomys.alexis,Tobermorey East,900,4277,4719
24,1.4544737510661396,0.5270131717740093,0.9834585547816092,0.6981942142472215,1.0186314514313035,Notomys.alexis,Tobermorey East,900,4277,4719
39,0.9348924877360596,0.9821310791610915,0.9834585547816092,1.1839728879537366,1.071008087258166,Notomys.alexis,Tobermorey East,900,4277,4719
43,1.9867357286369725,0.6046191477977542,0.9834585547816092,1.3920954535737835,1.079240802039902,Notomys.alexis,Tobermorey East,900,4277,4719
48,0.19748896377621472,0.46591290649590344,0.9834585547816092,0.7683851734152468,1.086734161192533,Notomys.alexis,Tobermorey East,900,4277,4719
55,0.9394042840606764,0.6512439584915737,0.9834585547816092,1.3042708822292641,1.1038850832394085,Notomys.alexis,Tobermorey East,900,4277,4719
