year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.3040370952759379,0.4470072071739908,0.9583151121789646,1.4552769837844874,0.948829973698732,Notomys.alexis,Tobermorey East,60,3807,982
9,0.9320213032454052,0.6147680667776664,0.9583151121789646,1.2560777864928587,0.948326434033373,Notomys.alexis,Tobermorey East,60,3807,982
10,0.9007968809359095,1.2385810302009441,0.9583151121789646,1.0327904786247077,0.947822894368014,Notomys.alexis,Tobermorey East,60,3807,982
12,0.26401425338995743,1.1901368468580658,0.9583151121789646,0.655276290331108,0.9467164379891653,Notomys.alexis,Tobermorey East,60,3807,982
19,0.3207559464192682,0.6166693751174993,0.9583151121789646,0.6912436441129357,0.9454180742732647,Notomys.alexis,Tobermorey East,60,3807,982
24,1.5199844276946535,0.9300288088873873,0.9583151121789646,0.8628166861073635,0.94660495883188,Notomys.alexis,Tobermorey East,60,3807,982
39,0.805151699450138,0.8513404739264195,0.9583151121789646,0.8448249260684518,0.9594739567553889,Notomys.alexis,Tobermorey East,60,3807,982
43,1.8194213295083541,1.151185701776006,0.9583151121789646,0.9141471216181933,0.9635097929932839,Notomys.alexis,Tobermorey East,60,3807,982
48,0.388414219432097,0.9819283015193383,0.9583151121789646,0.8471929427325943,0.9697494422273873,Notomys.alexis,Tobermorey East,60,3807,982
55,0.6845896854567914,0.4690144661847509,0.9583151121789646,0.9961771262990627,0.9815645364356611,Notomys.alexis,Tobermorey East,60,3807,982
