year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.9008516577643386,0.5281137098324813,0.9920328173080533,0.5575076729303765,0.9194567324468503,Notomys.alexis,Tobermorey East,9000,5305,668
9,1.342815321774307,0.9153256164418558,0.9920328173080533,1.2859547365835804,0.9322324550440017,Notomys.alexis,Tobermorey East,9000,5305,668
10,1.5006285645831978,1.361340011343098,0.9920328173080533,2.0290952470107007,0.945008177641153,Notomys.alexis,Tobermorey East,9000,5305,668
12,1.4749114795239917,1.001699159438481,0.9920328173080533,1.8082767350267739,0.965022099856973,Notomys.alexis,Tobermorey East,9000,5305,668
19,3.330469497433553,0.41188590781551904,0.9920328173080533,1.334327643838183,1.013302131379747,Notomys.alexis,Tobermorey East,9000,5305,668
24,0.057664405666497665,1.0687366578785487,0.9920328173080533,0.6538458367798033,1.0441337084751527,Notomys.alexis,Tobermorey East,9000,5305,668
39,0.8705687547479406,1.1124288073771942,0.9920328173080533,1.6641552662917658,1.1468416627550162,Notomys.alexis,Tobermorey East,9000,5305,668
43,1.5393142735088134,1.2628950952901483,0.9920328173080533,1.0815306902924153,1.1345023150008517,Notomys.alexis,Tobermorey East,9000,5305,668
48,1.2695598745987553,1.192578616971502,0.9920328173080533,1.2092552487845871,1.1267803732177342,Notomys.alexis,Tobermorey East,9000,5305,668
55,0.7672670101383361,1.3778787128926053,0.9920328173080533,1.4788488104311874,1.0915249735609154,Notomys.alexis,Tobermorey East,9000,5305,668
