year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,1.4460505520108433,1.0332967311319725,1.0783690601561644,2.6344647741165534,1.6790771299454792,Notomys.alexis,Tobermorey East,9000,637,186
9,1.2054757649147736,1.1007978655064683,1.0783690601561644,2.0281955511258483,1.5708025328166522,Notomys.alexis,Tobermorey East,9000,637,186
10,0.7731689415313303,1.2696919417896901,1.0783690601561644,1.179966397380221,1.4625279356878251,Notomys.alexis,Tobermorey East,9000,637,186
12,0.01870525844547344,0.6905658595243971,1.0783690601561644,0.6596556336412399,1.303974320598705,Notomys.alexis,Tobermorey East,9000,637,186
19,0.5292637451381097,1.2086815551778747,1.0783690601561644,1.2599966444274846,1.383221238790398,Notomys.alexis,Tobermorey East,9000,637,186
24,2.5939987444093164,0.7756819265894498,1.0783690601561644,1.818996817224272,1.4842858550493077,Notomys.alexis,Tobermorey East,9000,637,186
39,1.4845095792970162,1.2926750716322748,1.0783690601561644,2.6736885443028098,2.091484110508471,Notomys.alexis,Tobermorey East,9000,637,186
43,0.4939864729981456,0.7268391789789084,1.0783690601561644,1.4503937018282722,1.4671865001528528,Notomys.alexis,Tobermorey East,9000,637,186
48,0.043413350915970206,1.3198919262673614,1.0783690601561644,0.5054216019857535,0.7751700695318706,Notomys.alexis,Tobermorey East,9000,637,186
55,0.04396830705927146,1.8446055793126892,1.0783690601561644,0.9842968759998073,0.7554586530409566,Notomys.alexis,Tobermorey East,9000,637,186
