year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.7764904597118978,0.9609902329512205,0.888886849024046,1.5196150315967667,1.006681908672888,Notomys.alexis,Tobermorey East,60,923,6792
9,0.15568927690544276,0.9691309911640228,0.888886849024046,2.0520075913072833,1.0141753258052275,Notomys.alexis,Tobermorey East,60,923,6792
10,0.44146177101869233,1.1059305583030883,0.888886849024046,2.6226599389980922,1.021668742937567,Notomys.alexis,Tobermorey East,60,923,6792
12,0.284396864816749,0.6266367081959024,0.888886849024046,1.6660881323474805,1.0226046807550364,Notomys.alexis,Tobermorey East,60,923,6792
19,1.440396521262365,0.6020466783694975,0.888886849024046,0.9990153756677258,1.0038033561575457,Notomys.alexis,Tobermorey East,60,923,6792
24,0.9096604014196632,1.0024366454657065,0.888886849024046,1.407442418860024,0.9902239743759087,Notomys.alexis,Tobermorey East,60,923,6792
39,0.24550398092562498,0.7884467160161835,0.888886849024046,1.1246276893196419,0.8628614176245586,Notomys.alexis,Tobermorey East,60,923,6792
43,1.280720973609808,0.9768426463455717,0.888886849024046,1.246082307375893,0.8296610055614303,Notomys.alexis,Tobermorey East,60,923,6792
48,0.695122048949756,0.9720900801936309,0.888886849024046,0.42297909988787274,0.7630474292714229,Notomys.alexis,Tobermorey East,60,923,6792
55,0.21061920609482532,0.83923135747569,0.888886849024046,0.5910930169530013,0.7132710417777356,Notomys.alexis,Tobermorey East,60,923,6792
