year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.07526888656789332,0.4271234288943914,0.7773376468275502,0.30268771985794046,0.7773377909336895,Notomys.alexis,Tobermorey East,90,7554,7275
9,0.10694518421015653,0.8434821768817629,0.7773376468275502,0.572849975464692,0.7773377909336895,Notomys.alexis,Tobermorey East,90,7554,7275
10,0.33614869455619356,0.8755626367412594,0.7773376468275502,0.8304598403654752,0.7773377909336895,Notomys.alexis,Tobermorey East,90,7554,7275
12,1.3650165345812963,0.6974496095038625,0.7773376468275502,1.2108599349518512,0.7773377909336895,Notomys.alexis,Tobermorey East,90,7554,7275
19,0.2751478293371912,0.9858796597100067,0.7773376468275502,0.8766295980730843,0.7773377909336895,Notomys.alexis,Tobermorey East,90,7554,7275
24,0.28817560392700514,0.3767034555280487,0.7773376468275502,0.5700477494587689,0.7773377909336893,Notomys.alexis,Tobermorey East,90,7554,7275
39,1.513841761217841,0.8787101446868765,0.7773376468275502,1.2667198988320134,0.7773377909336894,Notomys.alexis,Tobermorey East,90,7554,7275
43,0.8613755184797607,0.5716095980866125,0.7773376468275502,0.8746735406038275,0.7773377909336894,Notomys.alexis,Tobermorey East,90,7554,7275
48,0.8810474702237232,0.3647161254644791,0.7773376468275502,1.3348865528549045,0.7773377909336894,Notomys.alexis,Tobermorey East,90,7554,7275
55,1.0208218002980307,0.6987309412560244,0.7773376468275502,0.5179234114611952,0.7773377909336895,Notomys.alexis,Tobermorey East,90,7554,7275
