year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.07570098201047493,1.1355144088466496,0.9866885326127955,0.6319144710188873,0.7296656897111862,Notomys.alexis,Tobermorey East,9000,2471,3676
9,0.41526002094795444,1.3864292394412747,0.9866885326127955,0.517789947722224,0.731837601981611,Notomys.alexis,Tobermorey East,9000,2471,3676
10,1.303723012077207,1.2328359424580768,0.9866885326127955,0.4203662870133774,0.7340095142520358,Notomys.alexis,Tobermorey East,9000,2471,3676
12,0.8003275737316811,1.377256410103284,0.9866885326127955,0.29974800920749906,0.7399923789182216,Notomys.alexis,Tobermorey East,9000,2471,3676
19,1.3788839619118813,0.6940400961836328,0.9866885326127955,0.9712932629541857,0.8004215884165975,Notomys.alexis,Tobermorey East,9000,2471,3676
24,0.8953513985617383,1.5085142258444386,0.9866885326127955,0.7045139441239496,0.8397566274598784,Notomys.alexis,Tobermorey East,9000,2471,3676
39,1.0547748187438257,1.067983974970976,0.9866885326127955,1.4463048732739257,0.959953605576192,Notomys.alexis,Tobermorey East,9000,2471,3676
43,1.2915184928170382,1.0301921332865116,0.9866885326127955,1.2704116899994833,0.9433903628994166,Notomys.alexis,Tobermorey East,9000,2471,3676
48,0.8187300987286994,1.4695613428908956,0.9866885326127955,0.7686552146968932,0.8967691579613004,Notomys.alexis,Tobermorey East,9000,2471,3676
55,0.7365030589007555,1.2084684677551072,0.9866885326127955,0.7869682134963992,0.8570305866656382,Notomys.alexis,Tobermorey East,9000,2471,3676
