year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,1.3471823485233148,0.8705909779438467,0.8079445228380746,1.3325175292369253,0.9608146065750645,Notomys.alexis,Tobermorey East,60,7641,1182
9,1.2423328385546508,0.5396600716271374,0.8079445228380746,1.466905642992009,0.9696175439075438,Notomys.alexis,Tobermorey East,60,7641,1182
10,3.5277239514908816,0.484819060861986,0.8079445228380746,1.5959295861475207,0.9784204812400232,Notomys.alexis,Tobermorey East,60,7641,1182
12,0.7004878927770406,0.7546364271269046,0.8079445228380746,1.3170177870666384,0.9837656850423228,Notomys.alexis,Tobermorey East,60,7641,1182
19,0.9765045302341695,0.33475862573138737,0.8079445228380746,0.9400353854695352,0.9365425371467007,Notomys.alexis,Tobermorey East,60,7641,1182
24,1.1450131259307375,0.7775856796425764,0.8079445228380746,1.2076927696918505,0.872815084871265,Notomys.alexis,Tobermorey East,60,7641,1182
39,0.8341821277635164,0.6019430714611401,0.8079445228380746,0.6965854455445627,0.7174249320468385,Notomys.alexis,Tobermorey East,60,7641,1182
43,3.230128330483767,0.893025524011978,0.8079445228380746,0.8269287739107174,0.7483733295914745,Notomys.alexis,Tobermorey East,60,7641,1182
48,0.46252980226050555,0.6597684717040293,0.8079445228380746,0.8753540550580339,0.7632132312008533,Notomys.alexis,Tobermorey East,60,7641,1182
55,0.3603813923774759,0.8363708233701177,0.8079445228380746,0.7439538727830644,0.7339352054701894,Notomys.alexis,Tobermorey East,60,7641,1182
