year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.7816772616507257,0.7791260462420772,1.0641476501652931,0.47786487127190413,0.7624801921368496,Notomys.alexis,Tobermorey East,90,5305,668
9,2.745873745118008,1.1330610329824975,1.0641476501652931,1.1467930544409866,0.9764827536626429,Notomys.alexis,Tobermorey East,90,5305,668
10,2.1389853974194097,0.652957404573681,1.0641476501652931,1.8345442939332983,1.190485315188436,Notomys.alexis,Tobermorey East,90,5305,668
12,3.0412444226908857,1.1635348095084086,1.0641476501652931,1.697411428377655,1.312085432410483,Notomys.alexis,Tobermorey East,90,5305,668
19,1.6972848609245608,1.573440091951629,1.0641476501652931,0.9539235012917512,0.8783434596505143,Notomys.alexis,Tobermorey East,90,5305,668
24,0.48277735733147487,1.7166793635751707,1.0641476501652931,0.5520977240686061,0.6508891967453335,Notomys.alexis,Tobermorey East,90,5305,668
39,0.5164097441317739,0.46131970715421566,1.0641476501652931,1.8409069274046606,1.827347968578036,Notomys.alexis,Tobermorey East,90,5305,668
43,1.9426981026042935,1.1882082262343603,1.0641476501652931,1.9824149324618685,1.8168549241793306,Notomys.alexis,Tobermorey East,90,5305,668
48,0.558909919268777,1.6667180864702038,1.0641476501652931,0.9076609662040066,1.160247027253245,Notomys.alexis,Tobermorey East,90,5305,668
55,0.7762230352949664,1.5247601625597877,1.0641476501652931,1.964726178568913,1.8336873786774381,Notomys.alexis,Tobermorey East,90,5305,668
