year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,1.779495199759003,1.1971542912563662,0.9663245443943018,0.7027006423260459,0.9970995949533183,Notomys.alexis,Tobermorey East,9000,7784,882
9,0.348795005874019,0.7019683881753069,0.9663245443943018,0.5733526839041572,0.9970514554529323,Notomys.alexis,Tobermorey East,9000,7784,882
10,1.8694738530625123,0.5917490641839708,0.9663245443943018,0.45079920692543957,0.9970033159525462,Notomys.alexis,Tobermorey East,9000,7784,882
12,1.4595121110628786,1.2446630085360146,0.9663245443943018,0.6817313162350602,0.9969299234324732,Notomys.alexis,Tobermorey East,9000,7784,882
19,1.2361049643321795,1.2240193155721284,0.9663245443943018,1.1870005430118122,0.9968239580065021,Notomys.alexis,Tobermorey East,9000,7784,882
24,1.2754325181228596,1.0637546429334201,0.9663245443943018,1.0932844876681538,0.9966926510608441,Notomys.alexis,Tobermorey East,9000,7784,882
39,2.6798012961089666,1.1453927367411934,0.9663245443943018,1.614802056673077,0.9962867990196042,Notomys.alexis,Tobermorey East,9000,7784,882
43,0.937725913426467,0.7098727013642389,0.9663245443943018,1.8871098499265047,0.9960119968052026,Notomys.alexis,Tobermorey East,9000,7784,882
48,2.178288334192191,0.8612160158828804,0.9663245443943018,1.0699418034589765,0.9953230298046127,Notomys.alexis,Tobermorey East,9000,7784,882
55,0.8220264634326944,1.0717923753108265,0.9663245443943018,0.6630143290120527,0.9943241585311051,Notomys.alexis,Tobermorey East,9000,7784,882
