year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,1.5989069970735046,1.4238565558017708,1.063935309504374,2.164629803879723,1.2748453476367567,Notomys.alexis,Tobermorey East,900,2023,1568
9,1.3119837142323627,0.5731585759972575,1.063935309504374,1.6842710181968417,1.2579369520421786,Notomys.alexis,Tobermorey East,900,2023,1568
10,0.33641230175104275,1.0671861587737166,1.063935309504374,1.0165650095085652,1.2410285564476005,Notomys.alexis,Tobermorey East,900,2023,1568
12,0.5877997733809932,0.9615865105236525,1.063935309504374,0.6715074907734707,1.2091023846565712,Notomys.alexis,Tobermorey East,900,2023,1568
19,0.4473883317959131,1.2170554827328872,1.063935309504374,0.9042276752795344,1.132643685520787,Notomys.alexis,Tobermorey East,900,2023,1568
24,1.5416155581616828,0.8570230031486936,1.063935309504374,1.5478982707239108,1.0901147574828989,Notomys.alexis,Tobermorey East,900,2023,1568
39,0.6259367216977696,1.1308446490597273,1.063935309504374,0.6963440477034019,0.9583571632550564,Notomys.alexis,Tobermorey East,900,2023,1568
43,1.0925794255730144,0.929310058595073,1.063935309504374,1.518933036599588,0.9740827257057552,Notomys.alexis,Tobermorey East,900,2023,1568
48,0.6398542414122366,0.6323830017482156,1.063935309504374,1.164180636403748,0.9602354492258203,Notomys.alexis,Tobermorey East,900,2023,1568
55,0.23227294501117823,1.0792615381995654,1.063935309504374,0.666032581001747,0.9368981032566408,Notomys.alexis,Tobermorey East,900,2023,1568
