year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.5158287963826813,0.46334883984894626,1.0051415192542998,1.0610025862571133,0.9046365162711527,Notomys.alexis,Tobermorey East,9000,7709,9164
9,0.8834142939439378,0.705438154025891,1.0051415192542998,0.9780088480297044,0.8675022513816086,Notomys.alexis,Tobermorey East,9000,7709,9164
10,0.704376496002965,0.469821048202341,1.0051415192542998,0.9229303862199291,0.8303679864920648,Notomys.alexis,Tobermorey East,9000,7709,9164
12,0.032995202315532546,0.9324529825603723,1.0051415192542998,0.5975352852572069,0.7450503609983667,Notomys.alexis,Tobermorey East,9000,7709,9164
19,0.0321565733767023,1.2046961546942083,1.0051415192542998,0.4168032767781954,0.6507121595132525,Notomys.alexis,Tobermorey East,9000,7709,9164
24,0.2285971487935723,1.084408196947456,1.0051415192542998,0.5226369437991916,0.8348495285517874,Notomys.alexis,Tobermorey East,9000,7709,9164
39,1.1954400963251701,0.7157626502401735,1.0051415192542998,1.4643016622229341,1.359474307013434,Notomys.alexis,Tobermorey East,9000,7709,9164
43,1.3781995543706014,0.4437339310447093,1.0051415192542998,1.621814147548897,1.3749961957655958,Notomys.alexis,Tobermorey East,9000,7709,9164
48,1.1710299629171357,0.9559642631330519,1.0051415192542998,1.1828700649923187,1.186758734958528,Notomys.alexis,Tobermorey East,9000,7709,9164
55,1.33792879138085,1.0153593949729978,1.0051415192542998,0.8778741381080388,0.9710867991340418,Notomys.alexis,Tobermorey East,9000,7709,9164
