year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.7713852135979442,0.9570544440589516,1.0671686839559482,0.7027828064933986,0.8852684160622533,Notomys.alexis,Tobermorey East,900,7961,3518
9,0.5471711864163145,1.661744886979189,1.0671686839559482,0.791253150260957,0.9442177103650401,Notomys.alexis,Tobermorey East,900,7961,3518
10,0.6674712327538763,0.6473059812741384,1.0671686839559482,0.8298989408489591,1.003167004667827,Notomys.alexis,Tobermorey East,900,7961,3518
12,0.536529464728638,0.8487598698992558,1.0671686839559482,1.4293369109456935,1.1639191336228603,Notomys.alexis,Tobermorey East,900,7961,3518
19,0.3938069804978841,0.5741537632756748,1.0671686839559482,0.819115795283986,0.978879011208895,Notomys.alexis,Tobermorey East,900,7961,3518
24,0.6265831905127925,1.824839350474995,1.0671686839559482,0.5344162452577115,0.7532570452842303,Notomys.alexis,Tobermorey East,900,7961,3518
39,1.253913044963264,0.8255506347715479,1.0671686839559482,1.2497992306334131,1.143773236197019,Notomys.alexis,Tobermorey East,900,7961,3518
43,0.6166267516689359,1.209984542019645,1.0671686839559482,1.205866566991376,1.228523028052621,Notomys.alexis,Tobermorey East,900,7961,3518
48,0.33899765838159324,0.7147366919074242,1.0671686839559482,1.2398581681417207,1.2280201983905188,Notomys.alexis,Tobermorey East,900,7961,3518
55,1.8408343205454014,1.4600594394708872,1.0671686839559482,0.7778962438082351,0.9350589311829023,Notomys.alexis,Tobermorey East,900,7961,3518
