year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.29618825063177856,0.7035778843721653,1.1152657697069177,1.0350293908076367,1.1981899155212186,Notomys.alexis,Tobermorey East,60,2690,8863
9,0.18782865255382264,1.3582848123721707,1.1152657697069177,1.3456503144220116,1.332474411079973,Notomys.alexis,Tobermorey East,60,2690,8863
10,0.8439591134853339,1.4786424040440127,1.1152657697069177,1.6802955489254674,1.4667589066387277,Notomys.alexis,Tobermorey East,60,2690,8863
12,0.7237510109494931,1.3981697007863538,1.1152657697069177,1.4778260703240396,1.4490419301339117,Notomys.alexis,Tobermorey East,60,2690,8863
19,1.553684060581753,1.0516885199832862,1.1152657697069177,1.3237570979936648,1.3163785770787921,Notomys.alexis,Tobermorey East,60,2690,8863
24,1.4659533440943284,0.584720644173283,1.1152657697069177,1.025791659485368,1.0511804027552045,Notomys.alexis,Tobermorey East,60,2690,8863
39,3.2195301119701014,0.9889378941168782,1.1152657697069177,1.893891905457382,1.8682719158955943,Notomys.alexis,Tobermorey East,60,2690,8863
43,0.49835018853808344,1.2723013088838155,1.1152657697069177,2.1371062401431713,2.0961168796608938,Notomys.alexis,Tobermorey East,60,2690,8863
48,1.313084476067301,1.6700063692783613,1.1152657697069177,1.252087191044469,1.2763794714380114,Notomys.alexis,Tobermorey East,60,2690,8863
55,0.7139832231248067,1.0752104008945413,1.1152657697069177,0.7590713577098893,0.7665215621171092,Notomys.alexis,Tobermorey East,60,2690,8863
