year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.07257164423664042,0.4902940411211477,0.7322136690148664,0.6766471720551835,0.7322141287756334,Notomys.alexis,Tobermorey East,60,7554,7275
9,0.20974365044556542,0.5924810719093758,0.7322136690148664,0.8654436333853118,0.7322141287756334,Notomys.alexis,Tobermorey East,60,7554,7275
10,0.5464421975332474,0.9645054037692887,0.7322136690148664,1.0147935463960027,0.7322141287756334,Notomys.alexis,Tobermorey East,60,7554,7275
12,1.3316221805793411,0.5319241588262884,0.7322136690148664,1.115685476801094,0.7322141287756334,Notomys.alexis,Tobermorey East,60,7554,7275
19,0.5853154296006415,0.9987163967989652,0.7322136690148664,0.7040728340605743,0.7322141287756334,Notomys.alexis,Tobermorey East,60,7554,7275
24,0.707691832737358,0.5119772473204667,0.7322136690148664,0.32456274326819257,0.7322141287756334,Notomys.alexis,Tobermorey East,60,7554,7275
39,1.3937755279550657,0.7392309534063788,0.7322136690148664,0.787233697749741,0.7322141287756336,Notomys.alexis,Tobermorey East,60,7554,7275
43,0.9039701505121047,0.7796246071762871,0.7322136690148664,1.1432056656602148,0.7322141287756336,Notomys.alexis,Tobermorey East,60,7554,7275
48,1.1190708140909926,0.38353765806694595,0.7322136690148664,1.1343251920858228,0.7322141287756337,Notomys.alexis,Tobermorey East,60,7554,7275
55,1.280026750875492,0.5077210295766983,0.7322136690148664,0.5914424459928874,0.7322141287756339,Notomys.alexis,Tobermorey East,60,7554,7275
