year,original,mice,mean,ma,kf,species_name,site,sim_years,species_seed,rain_seed
8,0.9725562592986261,1.1745630334086392,1.025853259892506,0.9413197385181488,1.1679808213371146,Notomys.alexis,Tobermorey East,900,6369,6131
9,0.4434698862863564,1.3089864915181526,1.025853259892506,1.0579806158270324,1.2180945209590202,Notomys.alexis,Tobermorey East,900,6369,6131
10,0.13890750731798684,1.4029538081547313,1.025853259892506,1.1577450006057362,1.2682082205809255,Notomys.alexis,Tobermorey East,900,6369,6131
12,2.0600147460410505,1.1246994283788563,1.025853259892506,1.283748713107653,1.3713887363427233,Notomys.alexis,Tobermorey East,900,6369,6131
19,1.397552323792418,0.9467109864490403,1.025853259892506,2.135940929790371,1.647191611786496,Notomys.alexis,Tobermorey East,900,6369,6131
24,3.428580395586061,0.7817737219582407,1.025853259892506,1.4211863208465927,1.324713291904811,Notomys.alexis,Tobermorey East,900,6369,6131
39,0.27538108863983,1.2144762517915644,1.025853259892506,0.7891911013163577,0.9997672269576784,Notomys.alexis,Tobermorey East,900,6369,6131
43,0.8908958096231552,1.0921291443979622,1.025853259892506,0.7807079061001821,0.8997984462761147,Notomys.alexis,Tobermorey East,900,6369,6131
48,0.3820438768411789,1.105109146716339,1.025853259892506,0.5835122526342535,0.8226786409730933,Notomys.alexis,Tobermorey East,900,6369,6131
55,0.9178416223286006,1.7063133431229964,1.025853259892506,0.46331616245553586,0.7529684898324892,Notomys.alexis,Tobermorey East,900,6369,6131
